Rk,Player,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
192,Caitlin Foord,"MF,FW",au Australia,28,1994,7.3,1,16,2,12.5,2.19,0.27,0.06,0.5,15.5,0,0,0,1.4,1.4,0.09,-0.4,-0.4
193,Mary Fowler,FW,au Australia,20,2003,6.3,1,13,3,23.1,2.08,0.48,0.08,0.33,15.4,0,0,0,2,2,0.16,-1,-1
194,Emily Fox,DF,us USA,24,1998,4.2,0,2,0,0,0.47,0,0,,17,0,0,0,0.2,0.2,0.09,-0.2,-0.2
195,Laura Freigang,MF,de Germany,25,1998,0.1,0,1,0,0,11.25,0,0,,9.2,0,0,0,0.2,0.2,0.23,-0.2,-0.2
196,Carleigh Frilles,FW,ph Philippines,21,2002,0.1,0,1,0,0,11.25,0,0,,26,0,0,0,0.1,0.1,0.07,-0.1,-0.1
197,Merle Frohms,GK,de Germany,28,1995,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
198,Aoba Fujino,"FW,MF",jp Japan,19,2004,4,1,13,4,30.8,3.26,1,0.08,0.25,14.9,1,0,0,2.2,2.2,0.17,-1.2,-1.2
199,Chun Ga-ram,MF,kr Korea Republic,20,2002,0.7,0,1,0,0,1.38,0,0,,26.6,0,0,0,0,0,0.01,0,0
200,Gabi Nunes,FW,br Brazil,26,1997,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
201,Rocío Gálvez,DF,es Spain,26,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
202,Bongeka Gamede,"MF,DF",za South Africa,24,1999,4,0,2,0,0,0.5,0,0,,9.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
203,Mille Gejl,"FW,MF",dk Denmark,23,1999,0.6,0,1,1,100,1.61,1.61,0,0,11.1,0,0,0,0.3,0.3,0.31,-0.3,-0.3
204,Lee Geum-min,"MF,FW",kr Korea Republic,29,1994,2,0,3,1,33.3,1.53,0.51,0,0,16.4,0,0,0,0.4,0.4,0.14,-0.4,-0.4
205,Luna Gevitz,DF,dk Denmark,29,1994,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
206,Grace Geyoro,MF,fr France,25,1997,4.8,0,2,1,50,0.41,0.21,0,0,14.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3
207,Geyse,"FW,MF",br Brazil,25,1998,1.1,0,3,0,0,2.65,0,0,,21.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
208,Valentina Giacinti,FW,it Italy,29,1994,2,0,8,3,37.5,4.02,1.51,0,0,16,0,0,0,0.6,0.6,0.07,-0.6,-0.6
209,Vanessa Gilles,DF,ca Canada,27,1996,3,0,4,0,0,1.33,0,0,,8.9,0,0,0,0.7,0.7,0.17,-0.7,-0.7
210,Natalia Giraldo,GK,co Colombia,20,2003,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
211,Cristiana Girelli,MF,it Italy,33,1990,0.4,1,4,2,50,10.29,5.14,0.25,0.5,9.9,0,0,0,0.7,0.7,0.18,0.3,0.3
212,Naomi Girma,DF,us USA,23,2000,4.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
213,Manuela Giugliano,MF,it Italy,25,1997,3,0,4,0,0,1.33,0,0,,25.4,1,0,0,0.2,0.2,0.04,-0.2,-0.2
214,Benedetta Glionna,DF,it Italy,23,1999,0,0,1,0,0,90,0,0,,9.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1
215,Diana Gomes,DF,pt Portugal,24,1998,2,0,1,0,0,0.5,0,0,,12.5,0,0,0,0,0,0.04,0,0
216,Camila Gómez Ares,MF,ar Argentina,28,1994,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
217,Esther González,FW,es Spain,30,1992,2.6,1,17,5,29.4,6.54,1.92,0.06,0.2,10.4,0,0,0,2.6,2.6,0.16,-1.6,-1.6
218,Schiandra González,MF,pa Panama,27,1995,2.2,0,4,0,0,1.8,0,0,,29.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
219,Katrina Gorry,MF,au Australia,30,1992,6.9,0,11,2,18.2,1.58,0.29,0,0,25.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4
220,Caroline Graham Hansen,FW,no Norway,28,1995,3.3,1,10,2,20,3.05,0.61,0.1,0.5,22.3,2,0,0,0.5,0.5,0.05,0.5,0.5
221,Paulina Gramaglia,FW,ar Argentina,20,2003,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
222,Cristín Granados,MF,cr Costa Rica,33,1989,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
223,Charlotte Grant,MF,au Australia,21,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
224,Alex Greenwood,DF,en England,29,1993,7.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
225,Giada Greggi,"MF,FW",it Italy,23,2000,0.8,0,2,1,50,2.5,1.25,0,0,20.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
226,Jackie Groenen,MF,nl Netherlands,28,1994,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
227,Julia Grosso,MF,ca Canada,22,2000,1.9,0,3,0,0,1.58,0,0,,20.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
228,Irene Guerrero,MF,es Spain,26,1996,0.9,0,3,0,0,3.46,0,0,,12.1,0,0,0,0.7,0.7,0.22,-0.7,-0.7
229,Gabriela Guillén,MF,cr Costa Rica,31,1992,0.5,0,1,0,0,2,0,0,,31.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
230,Katrina Guillou,"FW,MF",ph Philippines,29,1993,3,0,3,0,0,1,0,0,,24,0,0,0,0.1,0.1,0.04,-0.1,-0.1
231,Ana María Guzmán,DF,co Colombia,18,2005,1.9,0,1,0,0,0.53,0,0,,34.3,0,0,0,0,0,0.03,0,0
232,Emilie Haavi,FW,no Norway,30,1992,2.8,0,5,2,40,1.77,0.71,0,0,22,0,0,0,0.5,0.5,0.1,-0.5,-0.5
233,Chantal Hagel,DF,de Germany,24,1998,2,0,1,0,0,0.49,0,0,,30.8,0,0,0,0,0,0.01,0,0
234,Phạm Hải Yến,FW,vn Vietnam,28,1994,1,0,1,0,0,0.97,0,0,,19.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
235,Wu Haiyan,DF,cn China PR,30,1993,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
236,Hanane Aït El Haj,DF,ma Morocco,28,1994,4,0,2,1,50,0.5,0.25,0,0,36,1,0,0,0,0,0.02,0,0
237,Maika Hamano,DF,jp Japan,19,2004,0,0,1,0,0,90,0,0,,29.3,0,0,0,0,0,0.01,0,0
238,Jacqui Hand,FW,nz New Zealand,24,1999,3,0,3,1,33.3,1,0.33,0,0,16.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3
239,Tuva Hansen,DF,no Norway,25,1997,3.6,0,3,1,33.3,0.83,0.28,0,0,21.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
240,Pernille Harder,"MF,FW",dk Denmark,30,1992,4,1,10,4,40,2.51,1,0,0,20.4,0,1,1,1.5,0.7,0.07,-0.5,-0.7
241,Sofia Harrison,DF,ph Philippines,24,1999,2.1,0,1,0,0,0.47,0,0,,10,0,0,0,0,0,0.04,0,0
242,Mathilde Harviken,DF,no Norway,21,2001,3.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
243,Josefine Hasbo,MF,dk Denmark,21,2001,2.1,0,3,0,0,1.43,0,0,,14.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4
244,Yui Hasegawa,MF,jp Japan,26,1997,4.4,0,6,3,50,1.38,0.69,0,0,22.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
245,Betsy Hassett,MF,nz New Zealand,32,1990,1.8,0,2,0,0,1.1,0,0,,17.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
246,Honoka Hayashi,MF,jp Japan,25,1998,1.9,1,3,1,33.3,1.56,0.52,0.33,1,15.7,0,0,0,0.6,0.6,0.19,0.4,0.4
247,Ada Hegerberg,FW,no Norway,27,1995,1.2,0,5,0,0,4.21,0,0,,16.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4
248,Marina Hegering,DF,de Germany,33,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
249,Lauren Hemp,FW,en England,22,2000,5.8,3,13,7,53.8,2.26,1.22,0.23,0.43,13.4,0,0,0,2.6,2.6,0.2,0.4,0.4
250,Kathrin Hendrich,DF,de Germany,31,1992,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
251,Jennifer Hermoso,"MF,FW",es Spain,33,1990,7.2,3,19,6,31.6,2.65,0.84,0.16,0.5,15.9,0,0,2,4.6,3,0.16,-1.6,0
252,Erika Hernández,FW,pa Panama,24,1999,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
253,Oihane Hernández,"DF,FW",es Spain,23,2000,3.4,0,1,0,0,0.3,0,0,,26.6,0,0,0,0,0,0.03,0,0
254,Melissa Herrera,"FW,MF",cr Costa Rica,26,1996,3,1,5,1,20,1.67,0.33,0.2,1,11.4,0,0,0,1.2,1.2,0.23,-0.2,-0.2
255,Karen Holmgaard,MF,dk Denmark,24,1999,3.7,0,2,0,0,0.53,0,0,,30.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
256,Sibulele Holweni,"DF,MF",za South Africa,22,2001,1.4,0,1,0,0,0.7,0,0,,14.8,0,0,0,0,0,0.04,0,0
257,Lindsey Horan,MF,us USA,29,1994,4.3,2,12,4,33.3,2.82,0.94,0.17,0.5,11.8,0,0,0,1.2,1.2,0.1,0.8,0.8
258,Xu Huan,GK,cn China PR,24,1999,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
259,Sofia Huerta,DF,us USA,30,1992,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
260,Jordyn Huitema,FW,ca Canada,22,2001,2.5,0,12,4,33.3,4.8,1.6,0,0,14.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7
261,Fabienne Humm,FW,ch Switzerland,36,1986,0.2,0,1,0,0,5.63,0,0,,31.8,0,0,0,0,0,0.03,0,0
262,Clare Hunt,DF,au Australia,24,1999,7.3,0,1,0,0,0.14,0,0,,8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
263,Lina Hurtig,"FW,MF",se Sweden,27,1995,1.3,0,1,0,0,0.77,0,0,,12.9,0,0,0,0,0,0.05,0,0
264,Svenja Huth,DF,de Germany,32,1991,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
265,Son Hwa-yeon,FW,kr Korea Republic,26,1997,1.2,0,2,0,0,1.61,0,0,,11.2,0,0,0,0.3,0.3,0.17,-0.3,-0.3
266,Hong Hye-ji,DF,kr Korea Republic,26,1996,0.9,0,1,0,0,1.08,0,0,,10.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1
267,Kim Hye-ri,DF,kr Korea Republic,32,1990,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
268,Choo Hyo-joo,"DF,FW",kr Korea Republic,22,2000,2.5,0,1,0,0,0.41,0,0,,15.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1
269,Sara Hørte,MF,no Norway,22,2000,0,0,1,0,0,30,0,0,,5.4,0,0,0,0.2,0.2,0.17,-0.2,-0.2
270,Amanda Ilestedt,DF,se Sweden,30,1993,7,4,9,6,66.7,1.28,0.86,0.44,0.67,5.7,0,0,0,2.6,2.6,0.31,1.4,1.4
271,Dalila Ippólito,MF,ar Argentina,21,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
272,Rion Ishikawa,DF,jp Japan,19,2003,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
273,Andreia Jacinto,MF,pt Portugal,21,2002,1.4,0,5,0,0,3.46,0,0,,19.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
274,Hilary Jaén,DF,pa Panama,20,2002,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
275,Sofia Jakobsson,"FW,MF",se Sweden,33,1990,1.5,0,2,2,100,1.31,1.31,0,0,13.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
276,Grace Jale,"FW,MF",nz New Zealand,24,1999,0.3,0,1,1,100,3.46,3.46,0,0,9.7,0,0,0,0.3,0.3,0.26,-0.3,-0.3
277,Lauren James,"MF,FW",en England,21,2001,3.7,3,9,6,66.7,2.45,1.63,0.33,0.5,17,0,0,0,0.8,0.8,0.09,2.2,2.2
278,Refiloe Jane,MF,za South Africa,30,1992,1.3,0,1,0,0,0.79,0,0,,36.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
279,Madelen Janogy,MF,se Sweden,27,1995,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
280,Renate Jansen,FW,nl Netherlands,32,1990,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
281,Dominique Janssen,DF,nl Netherlands,28,1995,5.3,0,4,0,0,0.75,0,0,,31.4,1,0,0,0.1,0.1,0.03,-0.1,-0.1
282,Sherly Jeudy,MF,ht Haiti,24,1998,3,0,1,0,0,0.33,0,0,,21.6,0,0,0,0,0,0.04,0,0
283,Lou Jiahui,FW,cn China PR,32,1991,2.2,0,1,1,100,0.45,0.45,0,0,10,0,0,0,0.1,0.1,0.13,-0.1,-0.1
284,Tang Jiali,FW,cn China PR,28,1995,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
285,Dou Jiaxing,DF,cn China PR,23,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
286,Darlina Joseph,FW,ht Haiti,19,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
287,Shwendesky Joseph,MF,ht Haiti,25,1997,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
288,Tabita Joseph,DF,ht Haiti,19,2003,3,0,1,0,0,0.33,0,0,,10,0,0,0,0.1,0.1,0.07,-0.1,-0.1
289,Ibtissam Jraïdi,FW,ma Morocco,30,1992,2.8,1,5,3,60,1.81,1.08,0.2,0.33,13.5,0,0,0,0.3,0.3,0.06,0.7,0.7
290,Kim Jung-mi,GK,kr Korea Republic,38,1984,2,0,0,0,,0,0,,,,,0,0,,,,,
291,Anna Jøsendal,FW,no Norway,22,2001,0.1,0,2,2,100,20,20,0,0,14.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
292,Uchenna Kanu,FW,ng Nigeria,25,1997,2.5,1,6,2,33.3,2.37,0.79,0.17,0.5,11,0,0,0,0.7,0.7,0.11,0.3,0.3
293,Wieke Kaptein,MF,nl Netherlands,17,2005,0.5,0,1,0,0,2,0,0,,27.1,0,0,0,0,0,0.02,0,0
294,Sakina Karchaoui,DF,fr France,27,1996,4.3,0,2,1,50,0.46,0.23,0,0,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
295,Sarah Kassi,"DF,MF",ma Morocco,19,2003,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
296,Kathellen,DF,br Brazil,27,1996,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
297,Evarine Katongo,MF,zm Zambia,20,2002,2.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
298,Chloe Kelly,FW,en England,25,1998,3.2,1,7,3,42.9,2.18,0.93,0.14,0.33,16.3,0,0,0,0.9,0.9,0.12,0.1,0.1
299,Alanna Kennedy,DF,au Australia,28,1995,5.3,1,7,1,14.3,1.31,0.19,0.14,1,9.7,1,0,0,1.1,1.1,0.15,-0.1,-0.1
300,Kerolin,MF,br Brazil,23,1999,3,0,7,0,0,2.33,0,0,,20.2,0,0,0,0.7,0.7,0.09,-0.7,-0.7
301,Sam Kerr,FW,au Australia,29,1993,2.9,1,10,3,30,3.5,1.05,0.1,0.33,13.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4
302,Melinda Kgadiete,"FW,MF",za South Africa,30,1992,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
303,Thembi Kgatlana,FW,za South Africa,27,1996,3.9,2,19,9,47.4,4.86,2.3,0.11,0.22,17.3,0,0,0,3.2,3.2,0.17,-1.2,-1.2
304,Nomi Kgoale,MF,za South Africa,27,1995,0.9,0,1,0,0,1.17,0,0,,33.8,0,0,0,0,0,0.03,0,0
305,Kathrine Kühl,MF,dk Denmark,19,2003,3.4,0,4,1,25,1.19,0.3,0,0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
306,Saki Kumagai,DF,jp Japan,32,1990,5,0,1,1,100,0.2,0.2,0,0,9.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1
307,Racheal Kundananji,"MF,FW",zm Zambia,23,2000,3,1,8,5,62.5,2.67,1.67,0.13,0.2,19.7,1,0,0,1.3,1.3,0.16,-0.3,-0.3
308,Cloé Lacasse,FW,ca Canada,29,1993,1.4,0,4,0,0,2.95,0,0,,18.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3
309,Anissa Lahmari,FW,ma Morocco,26,1997,2.2,1,2,1,50,0.9,0.45,0.5,1,15.5,0,0,0,0.7,0,0.02,0.3,1
310,Maëlle Lakrar,DF,fr France,23,2000,4.3,1,9,2,22.2,2.08,0.46,0.11,0.5,9.8,0,0,0,1.5,1.5,0.16,-0.5,-0.5
311,Abbie Larkin,"FW,MF",ie Rep. of Ireland,18,2005,0.9,0,2,0,0,2.22,0,0,,23.8,0,0,0,0,0,0.02,0,0
312,Mariana Larroquette,FW,ar Argentina,30,1992,2.6,0,6,1,16.7,2.3,0.38,0,0,18,0,0,0,0.2,0.2,0.04,-0.2,-0.2
313,Lena Lattwein,MF,de Germany,23,2000,0.6,0,1,1,100,1.7,1.7,0,0,17.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
314,Lauren,DF,br Brazil,20,2002,2,0,1,0,0,0.5,0,0,,14.7,0,0,0,0,0,0.01,0,0
315,Rose Lavelle,MF,us USA,28,1995,1.8,0,3,1,33.3,1.66,0.55,0,0,22.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2
316,Ashley Lawrence,DF,ca Canada,28,1995,3,0,1,0,0,0.33,0,0,,31,0,0,0,0,0,0.02,0,0
317,Léa Le Garrec,MF,fr France,29,1993,1,1,5,2,40,4.79,1.91,0.2,0.5,32.5,0,0,0,0.2,0.2,0.03,0.8,0.8
318,Eugénie Le Sommer,FW,fr France,34,1989,3.9,3,13,9,69.2,3.31,2.29,0.23,0.33,13.1,0,0,0,1.7,1.7,0.13,1.3,1.3
319,Alisha Lehmann,MF,ch Switzerland,24,1999,0.5,0,1,0,0,2.2,0,0,,7.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1
320,Stina Lennartsson,DF,se Sweden,26,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
321,Martina Lenzini,DF,it Italy,24,1998,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
322,Adriana Leon,FW,ca Canada,30,1992,2,1,5,1,20,2.45,0.49,0.2,1,20.3,1,0,0,0.5,0.5,0.11,0.5,0.5
323,Letícia Izidoro,GK,br Brazil,28,1994,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
324,Melanie Leupolz,MF,de Germany,29,1994,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
325,Jennyfer Limage,DF,ht Haiti,25,1997,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
326,Yang Lina,MF,cn China PR,29,1994,3,0,4,1,25,1.33,0.33,0,0,23.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
327,Elena Linari,DF,it Italy,29,1994,3,0,2,1,50,0.67,0.33,0,0,9,0,0,0,0.2,0.2,0.11,-0.2,-0.2
328,Yao Lingwei,MF,cn China PR,27,1995,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
329,Trần Thị Hải Linh,MF,vn Vietnam,22,2001,2.3,0,2,0,0,0.88,0,0,,21.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
330,Wang Linlin,FW,cn China PR,22,2000,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
331,Zhang Linyan,"MF,FW",cn China PR,22,2001,3,0,4,2,50,1.35,0.67,0,0,14.4,0,0,0,0.7,0.7,0.17,-0.7,-0.7
332,Ruesha Littlejohn,MF,ie Rep. of Ireland,32,1990,2.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
333,Sydney Lohmann,FW,de Germany,22,2000,0.3,0,2,0,0,6.67,0,0,,24.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
334,Hali Long,DF,ph Philippines,28,1995,3,0,1,0,0,0.33,0,0,,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
335,Annalie Longo,MF,nz New Zealand,31,1991,1.2,0,2,0,0,1.7,0,0,,13,0,0,0,0.1,0.1,0.07,-0.1,-0.1
336,Érica Lonigro,FW,ar Argentina,28,1994,0.4,0,3,1,33.3,7.94,2.65,0,0,10.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4
337,Batcheba Louis,FW,ht Haiti,25,1997,2.7,0,2,1,50,0.74,0.37,0,0,7.1,0,0,0,0.3,0.3,0.13,-0.3,-0.3
338,Kethna Louis,DF,ht Haiti,26,1996,3,0,1,0,0,0.33,0,0,,11.8,0,0,0,0,0,0.04,0,0
339,Luana,MF,br Brazil,30,1993,2.7,0,6,2,33.3,2.21,0.74,0,0,21.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
340,Ireen Lungu,MF,zm Zambia,25,1997,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
341,Frida Maanum,MF,no Norway,23,1999,2.9,0,9,2,22.2,3.14,0.7,0,0,13.9,0,0,0,0.9,0.9,0.1,-0.9,-0.9
342,Rikke Madsen,"FW,DF",dk Denmark,25,1997,2.4,0,4,2,50,1.65,0.83,0,0,14.1,0,0,0,0.6,0.6,0.14,-0.6,-0.6
343,Hildah Magaia,"FW,MF",za South Africa,28,1994,3.6,2,6,4,66.7,1.67,1.11,0.33,0.5,17,1,0,0,1.4,1.4,0.23,0.6,0.6
344,Lina Magull,MF,de Germany,28,1994,1.4,0,2,0,0,1.38,0,0,,18.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3
345,Amel Majri,MF,fr France,30,1993,1.2,0,2,0,0,1.64,0,0,,20,0,0,0,0.5,0.5,0.26,-0.5,-0.5
346,Tiisetso Makhubela,"DF,MF",za South Africa,26,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
347,Xiomara Mapepa,"MF,FW",zm Zambia,,,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
348,Joana Marchão,DF,pt Portugal,26,1996,1,0,2,0,0,1.96,0,0,,19.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
349,Noelle Maritz,DF,ch Switzerland,27,1995,4,0,1,0,0,0.25,0,0,,30.5,0,0,0,0,0,0.02,0,0
350,Marta,"FW,MF",br Brazil,37,1986,1.1,0,4,3,75,3.56,2.67,0,0,14.7,1,0,0,0.4,0.4,0.1,-0.4,-0.4
351,Lieke Martens,FW,nl Netherlands,30,1992,5.3,1,21,8,38.1,3.95,1.5,0.05,0.13,17.2,0,0,0,1.9,1.9,0.09,-0.9,-0.9
352,Lara Marti,DF,ch Switzerland,23,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
353,Clara Matéo,"FW,MF",fr France,25,1997,1.7,0,2,0,0,1.16,0,0,,23.7,0,0,0,0,0,0.02,0,0
354,Ruthny Mathurin,DF,ht Haiti,22,2001,1.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
355,Noko Matlou,DF,za South Africa,37,1985,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
356,Cheyna Matthews,"MF,FW",jm Jamaica,29,1993,1.6,0,2,1,50,1.22,0.61,0,0,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
357,Sandrine Mauron,MF,ch Switzerland,26,1996,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
358,Miriam Mayorga,DF,ar Argentina,33,1989,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
359,Bambanani Mbane,DF,za South Africa,33,1990,3.5,0,1,1,100,0.29,0.29,0,0,13.4,0,0,0,0,0,0.01,0,0
360,Katie McCabe,"MF,DF",ie Rep. of Ireland,27,1995,3,1,6,2,33.3,2,0.67,0.17,0.5,22.4,0,0,0,0.2,0.2,0.04,0.8,0.8
361,Chandler McDaniel,FW,ph Philippines,25,1998,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
362,Olivia McDaniel,GK,ph Philippines,25,1997,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
363,Kayla McKenna,FW,jm Jamaica,26,1996,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
364,Peyton McNamara,MF,jm Jamaica,21,2002,0.2,0,1,1,100,5.63,5.63,0,0,25.3,0,0,0,0,0,0.02,0,0
365,Carolina Mendes,FW,pt Portugal,35,1987,0.2,0,1,0,0,5.63,0,0,,9,0,0,0,0.2,0.2,0.16,-0.2,-0.2
366,Li Mengwen,DF,cn China PR,28,1995,2.8,0,1,0,0,0.36,0,0,,14,0,0,0,0,0,0.02,0,0
367,Shen Mengyu,"MF,FW",cn China PR,21,2001,0.2,0,1,0,0,6.43,0,0,,17.9,0,0,0,0,0,0.03,0,0
368,Kristie Mewis,MF,us USA,32,1991,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
369,Moon Mi-ra,"DF,FW",kr Korea Republic,31,1992,0.6,0,1,0,0,1.7,0,0,,31.4,0,0,0,0,0,0.01,0,0
370,Aurora Mikalsen,GK,no Norway,27,1996,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
371,Natalia Mills,"MF,FW",pa Panama,30,1993,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
372,Moeka Minami,DF,jp Japan,24,1998,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
373,Shiori Miyake,DF,jp Japan,27,1995,1,0,1,0,0,1,0,0,,16.5,0,0,0,0,0,0.02,0,0
374,Hinata Miyazawa,"FW,MF",jp Japan,23,1999,3.7,5,13,6,46.2,3.48,1.61,0.38,0.83,16.1,0,0,0,2.4,2.4,0.19,2.6,2.6
375,Maren Mjelde,DF,no Norway,33,1989,4,0,2,1,50,0.5,0.25,0,0,7.3,0,0,0,0.2,0.2,0.1,-0.2,-0.2
376,Gift Monday,FW,ng Nigeria,21,2001,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
377,Nérilia Mondésir,FW,ht Haiti,24,1999,3,0,7,1,14.3,2.33,0.33,0,0,22.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
378,Mônica,DF,br Brazil,45,1978,0.1,0,1,0,0,15,0,0,,28.1,0,0,0,0,0,0.02,0,0
379,Carmen Montenegro,"MF,DF",pa Panama,22,2000,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
380,Daniela Montoya,MF,co Colombia,32,1990,2.4,0,2,1,50,0.84,0.42,0,0,11.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
381,Robyn Moodaly,MF,za South Africa,28,1994,0.5,0,1,0,0,2,0,0,,19.6,0,0,0,0,0,0,0,0
382,Patrícia Morais,GK,pt Portugal,30,1992,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
